source,target,mor
KEGG_MAPK_SIGNALING_PATHWAY,RELA,1
KEGG_CYTOSOLIC_DNA_SENSING_PATHWAY,RELA,1
KEGG_NOD_LIKE_RECEPTOR_SIGNALING_PATHWAY,RELA,1
KEGG_RIG_I_LIKE_RECEPTOR_SIGNALING_PATHWAY,RELA,1
KEGG_LEISHMANIA_INFECTION,RELA,1
KEGG_PROSTATE_CANCER,RELA,1
KEGG_CHRONIC_MYELOID_LEUKEMIA,RELA,1
KEGG_CHEMOKINE_SIGNALING_PATHWAY,RELA,1
KEGG_ACUTE_MYELOID_LEUKEMIA,RELA,1
KEGG_B_CELL_RECEPTOR_SIGNALING_PATHWAY,RELA,1
KEGG_T_CELL_RECEPTOR_SIGNALING_PATHWAY,RELA,1
KEGG_PATHWAYS_IN_CANCER,RELA,1
KEGG_ECM_RECEPTOR_INTERACTION,LAMB3,1
KEGG_FOCAL_ADHESION,LAMB3,1
KEGG_SMALL_CELL_LUNG_CANCER,LAMB3,1
KEGG_PATHWAYS_IN_CANCER,LAMB3,1
KEGG_ABC_TRANSPORTERS,TAP1,1
KEGG_ANTIGEN_PROCESSING_AND_PRESENTATION,TAP1,1
KEGG_PRIMARY_IMMUNODEFICIENCY,TAP1,1
KEGG_PANCREATIC_CANCER,CCND1,1
KEGG_VIRAL_MYOCARDITIS,CCND1,1
KEGG_GLIOMA,CCND1,1
KEGG_CELL_CYCLE,CCND1,1
KEGG_FOCAL_ADHESION,CCND1,1
KEGG_COLORECTAL_CANCER,CCND1,1
KEGG_MELANOMA,CCND1,1
KEGG_SMALL_CELL_LUNG_CANCER,CCND1,1
KEGG_ENDOMETRIAL_CANCER,CCND1,1
KEGG_PROSTATE_CANCER,CCND1,1
KEGG_CHRONIC_MYELOID_LEUKEMIA,CCND1,1
KEGG_JAK_STAT_SIGNALING_PATHWAY,CCND1,1
KEGG_ACUTE_MYELOID_LEUKEMIA,CCND1,1
KEGG_NON_SMALL_CELL_LUNG_CANCER,CCND1,1
KEGG_WNT_SIGNALING_PATHWAY,CCND1,1
KEGG_THYROID_CANCER,CCND1,1
KEGG_BLADDER_CANCER,CCND1,1
KEGG_PATHWAYS_IN_CANCER,CCND1,1
KEGG_P53_SIGNALING_PATHWAY,CCND1,1
KEGG_ENDOCYTOSIS,EHD1,1
KEGG_JAK_STAT_SIGNALING_PATHWAY,CLCF1,1
KEGG_CYTOKINE_CYTOKINE_RECEPTOR_INTERACTION,CLCF1,1
KEGG_MAPK_SIGNALING_PATHWAY,DUSP1,1
KEGG_MELANOGENESIS,EDN1,1
KEGG_VEGF_SIGNALING_PATHWAY,PTGS2,1
KEGG_SMALL_CELL_LUNG_CANCER,PTGS2,1
KEGG_LEISHMANIA_INFECTION,PTGS2,1
KEGG_ARACHIDONIC_ACID_METABOLISM,PTGS2,1
KEGG_PATHWAYS_IN_CANCER,PTGS2,1
